329;Ryan Pulock;31;NYI;D;;;;;;;;;;;;;;;;;;;
330;Shane Wright;22;SEA;C;;;;;;;;;;;;;;;;;;;
331;Danila Yurov;22;MIN;RW;;;;;;;;;;;;;;;;;;;
332;Braeden Bowman;22;VEG;F;;;;;;;;;;;;;;;;;;;
333;Aaron Ekblad;29;FLA;D;;;;;;;;;;;;;;;;;;;
334;Cody Glass;26;NJD;C;;;;;;;;;;;;;;;;;;;
335;Hampus Lindholm;32;BOS;D;;;;;;;;;;;;;;;;;;;
336;Mason Lohrei;25;BOS;D;;;;;;;;;;;;;;;;;;;
337;Simon Nemec;21;NJD;D;;;;;;;;;;;;;;;;;;;
338;Mathieu Olivier;28;CBJ;F;;;;;;;;;;;;;;;;;;;
339;Jaden Schwartz;33;SEA;C;;;;;;;;;;;;;;;;;;;
340;Brady Skjei;31;NSH;D;;;;;;;;;;;;;;;;;;;
341;Reilly Smith;34;VEG;RW;;;;;;;;;;;;;;;;;;;
342;Cameron York;25;PHI;D;;;;;;;;;;;;;;;;;;;
343;Logan Stanley;27;2TM;D;;;;;;;;;;;;;;;;;;;
343;Logan Stanley;27;WPG;D;;;;;;;;;;;;;;;;;;;
343;Logan Stanley;27;BUF;D;;;;;;;;;;;;;;;;;;;
344;Zeev Buium;20;2TM;D;;;;;;;;;;;;;;;;;;;
344;Zeev Buium;20;MIN;D;;;;;;;;;;;;;;;;;;;
344;Zeev Buium;20;VAN;D;;;;;;;;;;;;;;;;;;;
345;Noel Acciari;34;PIT;C;;;;;;;;;;;;;;;;;;;
346;Joel Armia;32;LAK;RW;;;;;;;;;;;;;;;;;;;
347;Louis Crevier;24;CHI;D;;;;;;;;;;;;;;;;;;;
348;Simon Edvinsson;22;DET;D;;;;;;;;;;;;;;;;;;;
349;Adam Gaudette;29;SJS;C;;;;;;;;;;;;;;;;;;;
350;Barrett Hayton;25;UTA;C;;;;;;;;;;;;;;;;;;;
351;Jonathan Huberdeau;32;CGY;LW;;;;;;;;;;;;;;;;;;;
352;Andrei Kuzmenko;29;LAK;F;;;;;;;;;;;;;;;;;;;
353;Adam Larsson;33;SEA;D;;;;;;;;;;;;;;;;;;;
354;Jack McBain;26;UTA;C;;;;;;;;;;;;;;;;;;;
355;Jake McCabe;32;TOR;D;;;;;;;;;;;;;;;;;;;
356;Alex Newhook;25;MTL;C;;;;;;;;;;;;;;;;;;;
357;Connor Zary;24;CGY;C;;;;;;;;;;;;;;;;;;;
358;Nicolas Roy;28;2TM;C;;;;;;;;;;;;;;;;;;;
358;Nicolas Roy;28;TOR;C;;;;;;;;;;;;;;;;;;;
358;Nicolas Roy;28;COL;C;;;;;;;;;;;;;;;;;;;
359;Ross Colton;29;COL;C;;;;;;;;;;;;;;;;;;;
360;Jake Evans;29;MTL;C;;;;;;;;;;;;;;;;;;;
361;Ethen Frank;27;WSH;F;;;;;;;;;;;;;;;;;;;
362;FrÇdÇrick Gaudreau;32;SEA;C;;;;;;;;;;;;;;;;;;;
363;Noah Laba;22;NYR;C;;;;;;;;;;;;;;;;;;;
364;Artyom Levshunov;20;CHI;D;;;;;;;;;;;;;;;;;;;
365;Darnell Nurse;30;EDM;D;;;;;;;;;;;;;;;;;;;
366;Devon Toews;31;COL;D;;;;;;;;;;;;;;;;;;;
367;Nick Blankenburg;27;2TM;D;;;;;;;;;;;;;;;;;;;
367;Nick Blankenburg;27;NSH;D;;;;;;;;;;;;;;;;;;;
367;Nick Blankenburg;27;COL;D;;;;;;;;;;;;;;;;;;;
368;Jonathan Drouin;30;2TM;LW;;;;;;;;;;;;;;;;;;;
368;Jonathan Drouin;30;NYI;LW;;;;;;;;;;;;;;;;;;;
368;Jonathan Drouin;30;STL;LW;;;;;;;;;;;;;;;;;;;
369;Josh Anderson;31;MTL;RW;;;;;;;;;;;;;;;;;;;
370;Morgan Barron;27;WPG;C;;;;;;;;;;;;;;;;;;;
371;Ian Cole;36;UTA;D;;;;;;;;;;;;;;;;;;;
372;Nick Cousins;32;OTT;C;;;;;;;;;;;;;;;;;;;
373;Drew Doughty;36;LAK;D;;;;;;;;;;;;;;;;;;;
374;Joel Edmundson;32;LAK;D;;;;;;;;;;;;;;;;;;;
375;Mario Ferraro;27;SJS;D;;;;;;;;;;;;;;;;;;;
376;Brendan Gallagher;33;MTL;RW;;;;;;;;;;;;;;;;;;;
377;Yakov Trenin;29;MIN;C;;;;;;;;;;;;;;;;;;;
378;Kailer Yamamoto;27;UTA;RW;;;;;;;;;;;;;;;;;;;
379;Alexandre Carrier;29;MTL;D;;;;;;;;;;;;;;;;;;;
380;Pontus Holmberg;26;TBL;RW;;;;;;;;;;;;;;;;;;;
381;Brett Howden;27;VEG;C;;;;;;;;;;;;;;;;;;;
382;Tanner Jeannot;28;BOS;F;;;;;;;;;;;;;;;;;;;
383;Kent Johnson;23;CBJ;C;;;;;;;;;;;;;;;;;;;
384;Mark Kastelic;26;BOS;C;;;;;;;;;;;;;;;;;;;
385;Sean Kuraly;33;BOS;C;;;;;;;;;;;;;;;;;;;
386;Pavel Mintyukov;22;ANA;D;;;;;;;;;;;;;;;;;;;
387;Nate Schmidt;34;UTA;D;;;;;;;;;;;;;;;;;;;
388;Jared Spurgeon;36;MIN;D;;;;;;;;;;;;;;;;;;;
389;Nikita Zadorov;30;BOS;D;;;;;;;;;;;;;;;;;;;
390;Olen Zellweger;22;ANA;D;;;;;;;;;;;;;;;;;;;
391;Jonatan Berggren;25;2TM;RW;;;;;;;;;;;;;;;;;;;
391;Jonatan Berggren;25;DET;RW;;;;;;;;;;;;;;;;;;;
391;Jonatan Berggren;25;STL;RW;;;;;;;;;;;;;;;;;;;
392;Tye Kartye;24;2TM;F;;;;;;;;;;;;;;;;;;;
392;Tye Kartye;24;SEA;F;;;;;;;;;;;;;;;;;;;
392;Tye Kartye;24;NYR;F;;;;;;;;;;;;;;;;;;;
393;Dalibor Dvorsky;20;STL;C;;;;;;;;;;;;;;;;;;;
394;Mark Jankowski;31;CAR;C;;;;;;;;;;;;;;;;;;;
395;Adam Lowry;32;WPG;LW;;;;;;;;;;;;;;;;;;;
396;Ryan McDonagh;36;TBL;D;;;;;;;;;;;;;;;;;;;
397;Michael Misa;18;SJS;F;;;;;;;;;;;;;;;;;;;
398;Axel Sandin Pellikka;20;DET;D;;;;;;;;;;;;;;;;;;;
399;Alex Vlasic;24;CHI;D;;;;;;;;;;;;;;;;;;;
400;Tom Willander;20;VAN;D;;;;;;;;;;;;;;;;;;;
401;Alexandre Texier;26;2TM;C;;;;;;;;;;;;;;;;;;;
401;Alexandre Texier;26;STL;C;;;;;;;;;;;;;;;;;;;
401;Alexandre Texier;26;MTL;C;;;;;;;;;;;;;;;;;;;
402;Nic Dowd;35;2TM;C;;;;;;;;;;;;;;;;;;;
402;Nic Dowd;35;WSH;C;;;;;;;;;;;;;;;;;;;
402;Nic Dowd;35;VEG;C;;;;;;;;;;;;;;;;;;;
403;Ryan Strome;32;2TM;C;;;;;;;;;;;;;;;;;;;
403;Ryan Strome;32;ANA;C;;;;;;;;;;;;;;;;;;;
403;Ryan Strome;32;CGY;C;;;;;;;;;;;;;;;;;;;
404;Michael Anderson;26;LAK;D;;;;;;;;;;;;;;;;;;;
405;Zemgus Girgensons;32;TBL;C;;;;;;;;;;;;;;;;;;;
406;Matvei Gridin;19;CGY;F;;;;;;;;;;;;;;;;;;;
407;Philipp Kurashev;26;SJS;C;;;;;;;;;;;;;;;;;;;
408;Jake Walman;29;EDM;D;;;;;;;;;;;;;;;;;;;
409;Scott Laughton;31;2TM;C;;;;;;;;;;;;;;;;;;;
409;Scott Laughton;31;TOR;C;;;;;;;;;;;;;;;;;;;
409;Scott Laughton;31;LAK;C;;;;;;;;;;;;;;;;;;;
410;Igor Chernyshov;20;SJS;LW;;;;;;;;;;;;;;;;;;;
411;Dylan DeMelo;32;WPG;D;;;;;;;;;;;;;;;;;;;
412;Pierre-Luc Dubois;27;WSH;C;;;;;;;;;;;;;;;;;;;
413;Marco Kasper;21;DET;C;;;;;;;;;;;;;;;;;;;
414;Blake Lizotte;28;PIT;C;;;;;;;;;;;;;;;;;;;
415;Oliver Moore;21;CHI;C;;;;;;;;;;;;;;;;;;;
416;Nino Niederreiter;33;WPG;RW;;;;;;;;;;;;;;;;;;;
417;Taylor Raddysh;27;NYR;RW;;;;;;;;;;;;;;;;;;;
418;Matt Roy;30;WSH;D;;;;;;;;;;;;;;;;;;;
419;Max Sasson;25;VAN;F;;;;;;;;;;;;;;;;;;;
420;Samuel Girard;27;2TM;D;;;;;;;;;;;;;;;;;;;
420;Samuel Girard;27;COL;D;;;;;;;;;;;;;;;;;;;
420;Samuel Girard;27;PIT;D;;;;;;;;;;;;;;;;;;;
421;Kevin Bahl;25;CGY;D;;;;;;;;;;;;;;;;;;;
422;Jonas Brodin;32;MIN;D;;;;;;;;;;;;;;;;;;;
423;William Carrier;31;CAR;LW;;;;;;;;;;;;;;;;;;;
424;Casey Cizikas;34;NYI;C;;;;;;;;;;;;;;;;;;;
425;Michael Eyssimont;29;BOS;C;;;;;;;;;;;;;;;;;;;
426;Dakota Joshua;29;TOR;C;;;;;;;;;;;;;;;;;;;
427;Adam Klapka;25;CGY;F;;;;;;;;;;;;;;;;;;;
428;Tyler Kleven;24;OTT;D;;;;;;;;;;;;;;;;;;;
429;Steven Lorentz;29;TOR;C;;;;;;;;;;;;;;;;;;;
430;Liam Ohgren;22;2TM;LW;;;;;;;;;;;;;;;;;;;
430;Liam Ohgren;22;MIN;LW;;;;;;;;;;;;;;;;;;;
430;Liam Ohgren;22;VAN;LW;;;;;;;;;;;;;;;;;;;
431;Kyle Palmieri;34;NYI;RW;;;;;;;;;;;;;;;;;;;
432;Colton Parayko;32;STL;D;;;;;;;;;;;;;;;;;;;
433;Marcus Pettersson;29;VAN;D;;;;;;;;;;;;;;;;;;;
434;Matthew Robertson;24;NYR;D;;;;;;;;;;;;;;;;;;;
435;Eric Robinson;30;CAR;LW;;;;;;;;;;;;;;;;;;;
436;Braden Schneider;24;NYR;D;;;;;;;;;;;;;;;;;;;
437;Max Shabanov;25;NYI;F;;;;;;;;;;;;;;;;;;;
438;Conor Sheary;33;NYR;LW;;;;;;;;;;;;;;;;;;;
439;Kevin Stenlund;29;UTA;C;;;;;;;;;;;;;;;;;;;
440;Ryan Winterton;22;SEA;C;;;;;;;;;;;;;;;;;;;
441;Vinnie Hinostroza;31;2TM;C;;;;;;;;;;;;;;;;;;;
441;Vinnie Hinostroza;31;MIN;C;;;;;;;;;;;;;;;;;;;
441;Vinnie Hinostroza;31;FLA;C;;;;;;;;;;;;;;;;;;;
442;Denver Barkey;20;PHI;C;;;;;;;;;;;;;;;;;;;
443;Teddy Blueger;31;VAN;C;;;;;;;;;;;;;;;;;;;
444;Berkly Catton;20;SEA;F;;;;;;;;;;;;;;;;;;;
445;Jalen Chatfield;29;CAR;D;;;;;;;;;;;;;;;;;;;
446;Brian Dumoulin;34;LAK;D;;;;;;;;;;;;;;;;;;;
447;Ryker Evans;24;SEA;D;;;;;;;;;;;;;;;;;;;
448;Radek Faksa;32;DAL;C;;;;;;;;;;;;;;;;;;;
449;Tyson Foerster;24;PHI;RW;;;;;;;;;;;;;;;;;;;
450;Victor Hedman;35;TBL;D;;;;;;;;;;;;;;;;;;;
451;Nick Jensen;35;OTT;D;;;;;;;;;;;;;;;;;;;
452;Wyatt Kaiser;23;CHI;D;;;;;;;;;;;;;;;;;;;
453;Kasperi Kapanen;29;EDM;RW;;;;;;;;;;;;;;;;;;;
454;Cole Koepke;27;WPG;LW;;;;;;;;;;;;;;;;;;;
455;Keegan Kolesar;28;VEG;RW;;;;;;;;;;;;;;;;;;;
456;Tyler Seguin;34;DAL;C;;;;;;;;;;;;;;;;;;;
457;Oskar Sundqvist;31;STL;C;;;;;;;;;;;;;;;;;;;
458;Fedor Svechkov;22;NSH;C;;;;;;;;;;;;;;;;;;;
459;Tyler Tucker;25;STL;D;;;;;;;;;;;;;;;;;;;
460;Jason Dickinson;30;2TM;C;;;;;;;;;;;;;;;;;;;
460;Jason Dickinson;30;CHI;C;;;;;;;;;;;;;;;;;;;
460;Jason Dickinson;30;EDM;C;;;;;;;;;;;;;;;;;;;
461;Connor Murphy;32;2TM;D;;;;;;;;;;;;;;;;;;;
461;Connor Murphy;32;CHI;D;;;;;;;;;;;;;;;;;;;
461;Connor Murphy;32;EDM;D;;;;;;;;;;;;;;;;;;;
462;Phillip Danault;32;2TM;C;;;;;;;;;;;;;;;;;;;
462;Phillip Danault;32;LAK;C;;;;;;;;;;;;;;;;;;;
462;Phillip Danault;32;MTL;C;;;;;;;;;;;;;;;;;;;
463;Michael McCarron;30;2TM;RW;;;;;;;;;;;;;;;;;;;
463;Michael McCarron;30;NSH;RW;;;;;;;;;;;;;;;;;;;
463;Michael McCarron;30;MIN;RW;;;;;;;;;;;;;;;;;;;
464;Zach Whitecloud;29;2TM;D;;;;;;;;;;;;;;;;;;;
464;Zach Whitecloud;29;VEG;D;;;;;;;;;;;;;;;;;;;
464;Zach Whitecloud;29;CGY;D;;;;;;;;;;;;;;;;;;;
465;Warren Foegele;29;2TM;LW;;;;;;;;;;;;;;;;;;;
465;Warren Foegele;29;LAK;LW;;;;;;;;;;;;;;;;;;;
465;Warren Foegele;29;OTT;LW;;;;;;;;;;;;;;;;;;;
466;Jonny Brodzinski;32;NYR;C;;;;;;;;;;;;;;;;;;;
467;Tyson Jost;27;NSH;C;;;;;;;;;;;;;;;;;;;
468;Kaedan Korczak;25;VEG;D;;;;;;;;;;;;;;;;;;;
469;Hendrix Lapierre;23;WSH;C;;;;;;;;;;;;;;;;;;;
470;Jacob Middleton;30;MIN;D;;;;;;;;;;;;;;;;;;;
471;Adam Pelech;31;NYI;D;;;;;;;;;;;;;;;;;;;
472;Jonas Siegenthaler;28;NJD;D;;;;;;;;;;;;;;;;;;;
473;Alex Steeves;26;BOS;F;;;;;;;;;;;;;;;;;;;
474;Adam Wilsby;25;NSH;D;;;;;;;;;;;;;;;;;;;
475;Andrew Mangiapane;29;2TM;LW;;;;;;;;;;;;;;;;;;;
475;Andrew Mangiapane;29;EDM;LW;;;;;;;;;;;;;;;;;;;
475;Andrew Mangiapane;29;CHI;LW;;;;;;;;;;;;;;;;;;;
476;Sam Carrick;33;2TM;C;;;;;;;;;;;;;;;;;;;
476;Sam Carrick;33;NYR;C;;;;;;;;;;;;;;;;;;;
476;Sam Carrick;33;BUF;C;;;;;;;;;;;;;;;;;;;
477;Uvis Balinskis;29;FLA;D;;;;;;;;;;;;;;;;;;;
478;Colin Blackwell;32;DAL;C;;;;;;;;;;;;;;;;;;;
479;William Borgen;29;NYR;D;;;;;;;;;;;;;;;;;;;
480;Ben Chiarot;34;DET;D;;;;;;;;;;;;;;;;;;;
481;Paul Cotter;26;NJD;C;;;;;;;;;;;;;;;;;;;
482;Kirby Dach;25;MTL;C;;;;;;;;;;;;;;;;;;;
483;Brenden Dillon;35;NJD;D;;;;;;;;;;;;;;;;;;;
484;Lars Eller;36;OTT;C;;;;;;;;;;;;;;;;;;;
485;Nicolas Hague;27;NSH;D;;;;;;;;;;;;;;;;;;;
486;Drew Helleson;24;ANA;D;;;;;;;;;;;;;;;;;;;
487;Adam Henrique;35;EDM;C;;;;;;;;;;;;;;;;;;;
488;Ben Hutton;32;VEG;D;;;;;;;;;;;;;;;;;;;
489;Dominic James;23;TBL;C;;;;;;;;;;;;;;;;;;;
490;Henri Jokiharju;26;BOS;D;;;;;;;;;;;;;;;;;;;
491;Nick Lardis;20;CHI;LW;;;;;;;;;;;;;;;;;;;
492;Scott Mayfield;33;NYI;D;;;;;;;;;;;;;;;;;;;
493;Ben Meyers;27;SEA;F;;;;;;;;;;;;;;;;;;;
494;Jamie Oleksiak;33;SEA;D;;;;;;;;;;;;;;;;;;;
495;Nick Paul;30;TBL;LW;;;;;;;;;;;;;;;;;;;
496;Olli MÑÑttÑ;31;2TM;D;;;;;;;;;;;;;;;;;;;
496;Olli MÑÑttÑ;31;UTA;D;;;;;;;;;;;;;;;;;;;
496;Olli MÑÑttÑ;31;CGY;D;;;;;;;;;;;;;;;;;;;
497;Tanner Pearson;33;2TM;LW;;;;;;;;;;;;;;;;;;;
497;Tanner Pearson;33;WPG;LW;;;;;;;;;;;;;;;;;;;
497;Tanner Pearson;33;BUF;LW;;;;;;;;;;;;;;;;;;;
498;Nick Foligno;38;2TM;LW;;;;;;;;;;;;;;;;;;;
498;Nick Foligno;38;CHI;LW;;;;;;;;;;;;;;;;;;;
498;Nick Foligno;38;MIN;LW;;;;;;;;;;;;;;;;;;;
499;Ond?ej Pal†t;34;2TM;LW;;;;;;;;;;;;;;;;;;;
499;Ond?ej Pal†t;34;NJD;LW;;;;;;;;;;;;;;;;;;;
499;Ond?ej Pal†t;34;NYI;LW;;;;;;;;;;;;;;;;;;;
500;Cole Reinhardt;25;2TM;LW;;;;;;;;;;;;;;;;;;;
500;Cole Reinhardt;25;VEG;LW;;;;;;;;;;;;;;;;;;;
500;Cole Reinhardt;25;FLA;LW;;;;;;;;;;;;;;;;;;;
501;Mason Appleton;30;DET;C;;;;;;;;;;;;;;;;;;;
502;Sam Dickinson;19;SJS;D;;;;;;;;;;;;;;;;;;;
503;Nikita Grebenkin;22;PHI;RW;;;;;;;;;;;;;;;;;;;
504;Ross Johnston;31;ANA;LW;;;;;;;;;;;;;;;;;;;
505;Beck Malenstyn;27;BUF;LW;;;;;;;;;;;;;;;;;;;
506;Vladislav Namestnikov;33;WPG;C;;;;;;;;;;;;;;;;;;;
507;Andrew Peeke;27;BOS;D;;;;;;;;;;;;;;;;;;;
508;Michael Rasmussen;26;DET;C;;;;;;;;;;;;;;;;;;;
509;Aatu RÑty;23;VAN;C;;;;;;;;;;;;;;;;;;;
510;Sam Rinzel;21;CHI;D;;;;;;;;;;;;;;;;;;;
511;Rasmus Ristolainen;31;PHI;D;;;;;;;;;;;;;;;;;;;
512;Dylan Samberg;27;WPG;D;;;;;;;;;;;;;;;;;;;
513;Troy Stecher;31;2TM;D;;;;;;;;;;;;;;;;;;;
513;Troy Stecher;31;EDM;D;;;;;;;;;;;;;;;;;;;
513;Troy Stecher;31;TOR;D;;;;;;;;;;;;;;;;;;;
514;Alex Turcotte;24;LAK;C;;;;;;;;;;;;;;;;;;;
515;Trevor van Riemsdyk;34;WSH;D;;;;;;;;;;;;;;;;;;;
516;Miles Wood;30;CBJ;LW;;;;;;;;;;;;;;;;;;;
517;Emil Andrae;23;PHI;D;;;;;;;;;;;;;;;;;;;
518;Jonathan Aspirot;26;BOS;D;;;;;;;;;;;;;;;;;;;
519;Jesper Boqvist;27;FLA;C;;;;;;;;;;;;;;;;;;;
520;Gavin Brindley;21;COL;C;;;;;;;;;;;;;;;;;;;
521;Marcus Foligno;34;MIN;LW;;;;;;;;;;;;;;;;;;;
522;Carl Grundstrîm;28;PHI;RW;;;;;;;;;;;;;;;;;;;
523;Radko Gudas;35;ANA;D;;;;;;;;;;;;;;;;;;;
524;Alexander Kerfoot;31;UTA;C;;;;;;;;;;;;;;;;;;;
525;Jeremy Lauzon;28;VEG;D;;;;;;;;;;;;;;;;;;;
526;Logan Mailloux;22;STL;D;;;;;;;;;;;;;;;;;;;
527;Nicklaus Perbix;27;NSH;D;;;;;;;;;;;;;;;;;;;
528;Jeff Skinner;33;SJS;LW;;;;;;;;;;;;;;;;;;;
529;Elmer Sîderblom;24;2TM;RW;;;;;;;;;;;;;;;;;;;
529;Elmer Sîderblom;24;DET;RW;;;;;;;;;;;;;;;;;;;
529;Elmer Sîderblom;24;PIT;RW;;;;;;;;;;;;;;;;;;;
530;Colton Dach;23;2TM;C;;;;;;;;;;;;;;;;;;;
530;Colton Dach;23;CHI;C;;;;;;;;;;;;;;;;;;;
530;Colton Dach;23;EDM;C;;;;;;;;;;;;;;;;;;;
531;Oskar Back;25;DAL;C;;;;;;;;;;;;;;;;;;;
532;Ty Emberson;25;EDM;D;;;;;;;;;;;;;;;;;;;
533;Barclay Goodrow;32;SJS;RW;;;;;;;;;;;;;;;;;;;
534;Matt Grzelcyk;32;CHI;D;;;;;;;;;;;;;;;;;;;
535;Yan Kuznetsov;23;CGY;D;;;;;;;;;;;;;;;;;;;
536;Isac Lundestrîm;26;CBJ;C;;;;;;;;;;;;;;;;;;;
537;Emil Martinsen Lilleberg;24;TBL;D;;;;;;;;;;;;;;;;;;;
538;Brayden McNabb;35;VEG;D;;;;;;;;;;;;;;;;;;;
539;Ian Moore;24;ANA;D;;;;;;;;;;;;;;;;;;;
540;Shakir Mukhamadullin;24;SJS;D;;;;;;;;;;;;;;;;;;;
541;Gustav Nyquist;36;WPG;RW;;;;;;;;;;;;;;;;;;;
542;Neal Pionk;30;WPG;D;;;;;;;;;;;;;;;;;;;
543;Jayden Struble;24;MTL;D;;;;;;;;;;;;;;;;;;;
544;Danton Heinen;30;2TM;C;;;;;;;;;;;;;;;;;;;
544;Danton Heinen;30;PIT;C;;;;;;;;;;;;;;;;;;;
544;Danton Heinen;30;CBJ;C;;;;;;;;;;;;;;;;;;;
545;Cole Smith;30;2TM;F;;;;;;;;;;;;;;;;;;;
545;Cole Smith;30;NSH;F;;;;;;;;;;;;;;;;;;;
545;Cole Smith;30;VEG;F;;;;;;;;;;;;;;;;;;;
546;Carson Soucy;31;2TM;D;;;;;;;;;;;;;;;;;;;
546;Carson Soucy;31;NYR;D;;;;;;;;;;;;;;;;;;;
546;Carson Soucy;31;NYI;D;;;;;;;;;;;;;;;;;;;
547;Brett Kulak;32;3TM;D;;;;;;;;;;;;;;;;;;;
547;Brett Kulak;32;EDM;D;;;;;;;;;;;;;;;;;;;
547;Brett Kulak;32;PIT;D;;;;;;;;;;;;;;;;;;;
547;Brett Kulak;32;COL;D;;;;;;;;;;;;;;;;;;;
548;Erik ?ern†k;28;TBL;D;;;;;;;;;;;;;;;;;;;
549;Ty Dellandrea;25;SJS;C;;;;;;;;;;;;;;;;;;;
550;Dante Fabbro;27;CBJ;D;;;;;;;;;;;;;;;;;;;
551;Kaiden Guhle;24;MTL;D;;;;;;;;;;;;;;;;;;;
552;Stephen Halliday;23;OTT;C;;;;;;;;;;;;;;;;;;;
553;Albert Johansson;25;DET;D;;;;;;;;;;;;;;;;;;;
554;Mathieu Joseph;28;2TM;RW;;;;;;;;;;;;;;;;;;;
554;Mathieu Joseph;28;STL;RW;;;;;;;;;;;;;;;;;;;
554;Mathieu Joseph;28;LAK;RW;;;;;;;;;;;;;;;;;;;
555;Timothy Liljegren;26;2TM;D;;;;;;;;;;;;;;;;;;;
555;Timothy Liljegren;26;SJS;D;;;;;;;;;;;;;;;;;;;
555;Timothy Liljegren;26;WSH;D;;;;;;;;;;;;;;;;;;;
556;Nils Lundkvist;25;DAL;D;;;;;;;;;;;;;;;;;;;
557;Niko Mikkola;29;FLA;D;;;;;;;;;;;;;;;;;;;
558;Colton Sissons;32;VEG;C;;;;;;;;;;;;;;;;;;;
559;Nico Sturm;30;MIN;C;;;;;;;;;;;;;;;;;;;
560;Alexey Toropchenko;26;STL;RW;;;;;;;;;;;;;;;;;;;
561;Ryan Ufko;22;NSH;D;;;;;;;;;;;;;;;;;;;
562;Nathan Walker;31;STL;C;;;;;;;;;;;;;;;;;;;
563;Tyler Myers;35;2TM;D;;;;;;;;;;;;;;;;;;;
563;Tyler Myers;35;VAN;D;;;;;;;;;;;;;;;;;;;
563;Tyler Myers;35;DAL;D;;;;;;;;;;;;;;;;;;;
564;Rodrigo Abols;30;PHI;C;;;;;;;;;;;;;;;;;;;
565;Zakhar Bardakov;24;COL;C;;;;;;;;;;;;;;;;;;;
566;Maxwell Crozier;25;TBL;D;;;;;;;;;;;;;;;;;;;
567;Cole Hutson;19;WSH;D;;;;;;;;;;;;;;;;;;;
568;Noah Juulsen;28;PHI;D;;;;;;;;;;;;;;;;;;;
569;Luke Kunin;28;FLA;C;;;;;;;;;;;;;;;;;;;
570;Porter Martone;19;PHI;RW;;;;;;;;;;;;;;;;;;;
571;Joel Nystrom;23;CAR;D;;;;;;;;;;;;;;;;;;;
572;Alexander Petrovic;33;DAL;D;;;;;;;;;;;;;;;;;;;
573;Elias Pettersson;21;VAN;D;;;;;;;;;;;;;;;;;;;
574;Pavol Regenda;26;SJS;F;;;;;;;;;;;;;;;;;;;
575;Nick Seeler;32;PHI;D;;;;;;;;;;;;;;;;;;;
576;Otto Stenberg;20;STL;C;;;;;;;;;;;;;;;;;;;
577;Jeffrey Viel;29;2TM;F;;;;;;;;;;;;;;;;;;;
577;Jeffrey Viel;29;BOS;F;;;;;;;;;;;;;;;;;;;
577;Jeffrey Viel;29;ANA;F;;;;;;;;;;;;;;;;;;;
578;Spencer Stastney;26;2TM;D;;;;;;;;;;;;;;;;;;;
578;Spencer Stastney;26;NSH;D;;;;;;;;;;;;;;;;;;;
578;Spencer Stastney;26;EDM;D;;;;;;;;;;;;;;;;;;;
579;Isak Rosen;22;2TM;RW;;;;;;;;;;;;;;;;;;;
579;Isak Rosen;22;BUF;RW;;;;;;;;;;;;;;;;;;;
579;Isak Rosen;22;WPG;RW;;;;;;;;;;;;;;;;;;;
580;Justin Barron;24;NSH;D;;;;;;;;;;;;;;;;;;;
581;Alex Bump;22;PHI;LW;;;;;;;;;;;;;;;;;;;
582;Cody Ceci;32;LAK;D;;;;;;;;;;;;;;;;;;;
583;Brandon Duhaime;28;WSH;RW;;;;;;;;;;;;;;;;;;;
584;Anton Frondell;18;CHI;C;;;;;;;;;;;;;;;;;;;
585;Noah Gregor;27;FLA;C;;;;;;;;;;;;;;;;;;;
586;Samuel Helenius;23;LAK;C;;;;;;;;;;;;;;;;;;;
587;Alexander Holtz;24;VEG;RW;;;;;;;;;;;;;;;;;;;
588;Joel Kiviranta;29;COL;F;;;;;;;;;;;;;;;;;;;
589;Jesperi Kotkaniemi;25;CAR;C;;;;;;;;;;;;;;;;;;;
590;Ryan Lindgren;27;SEA;D;;;;;;;;;;;;;;;;;;;
591;Ryan Lomberg;31;CGY;LW;;;;;;;;;;;;;;;;;;;
592;Ilya Lyubushkin;31;DAL;D;;;;;;;;;;;;;;;;;;;
593;Jeff Malott;29;LAK;F;;;;;;;;;;;;;;;;;;;
594;Nikita Nesterenko;24;ANA;C;;;;;;;;;;;;;;;;;;;
595;Zayne Parekh;19;CGY;D;;;;;;;;;;;;;;;;;;;
596;Mike Reilly;32;CAR;D;;;;;;;;;;;;;;;;;;;
597;Brandon Saad;33;VEG;LW;;;;;;;;;;;;;;;;;;;
598;Frank Vatrano;31;ANA;LW;;;;;;;;;;;;;;;;;;;
599;Jeff Petry;38;2TM;D;;;;;;;;;;;;;;;;;;;
599;Jeff Petry;38;FLA;D;;;;;;;;;;;;;;;;;;;
599;Jeff Petry;38;MIN;D;;;;;;;;;;;;;;;;;;;
600;Nick Bjugstad;33;2TM;C;;;;;;;;;;;;;;;;;;;
600;Nick Bjugstad;33;STL;C;;;;;;;;;;;;;;;;;;;
600;Nick Bjugstad;33;NJD;C;;;;;;;;;;;;;;;;;;;
601;Luke Glendening;36;2TM;C;;;;;;;;;;;;;;;;;;;
601;Luke Glendening;36;NJD;C;;;;;;;;;;;;;;;;;;;
601;Luke Glendening;36;PHI;C;;;;;;;;;;;;;;;;;;;
602;Lian Bichsel;21;DAL;D;;;;;;;;;;;;;;;;;;;
603;Nick DeSimone;31;UTA;D;;;;;;;;;;;;;;;;;;;
604;Adam Erne;30;DAL;LW;;;;;;;;;;;;;;;;;;;
605;Lenni Hameenaho;21;NJD;RW;;;;;;;;;;;;;;;;;;;
606;Jansen Harkins;28;ANA;C;;;;;;;;;;;;;;;;;;;
607;Kevin Hayes;33;PIT;RW;;;;;;;;;;;;;;;;;;;
